직무,고용 현황,근무지,날짜,별점,요약,장점,단점,경영진에게 바라는 점
생산/제조,현직원,경기,2018. 05,3.0,"""그냥 무난한 중소 FPCB기업입니다.생산직의 경우 부서가 생명입니다. 그 이유는 장단점에...""","
일이 많습니다. 2조 2교대로, 한달 31일 기준 30일 풀근무를 하며 휴일은 오직 추석 구정 3일씩이 전부이며 존재하지 않습니다. 고로 최저임금으로 계산해도 가볍게 300을 넘김니다.
","
급여는 최저임금뿐, 상여금0% 복지해택 제로. 라는 아름 다운 조건을 가지고 있습니다. 즉 주5일 하루8시간(출퇴근 시간, 식사시간 포함하면 11시간이상 회사일로 소모됨) 근무를 할경우 그냥 동네 편의점 알바하는 게 훨 좋은 말그대로 최저임금만 딱 주는 곳입니다. 단지 일은 무자게 많기에 부서가 잘걸리면 괜찮습니다만, 힘든부서는 조건도 조건이라, 한달에 총인원 40명인 곳이 한달만에 그만둔 사람이 30명이기도 합니다.(신입들이 죄다 왔다가 도망가고 거의 안남는다는 소리.) 단지 부서가 좋으면 있을법하다곤 봅니다. 돈은 똑같이 받으나, 누군 앉아서 버튼맨 노릇하고, 누군 쪄죽는 더위 힘든 운반, 바쁜 업무에 쩔어 살거나 그렇습니다. 업무에 따른 차등이 없기에 부서 배치가 매우 중요하며, 극단적인 단점이 될 수 있습니다.
","
뭐 갈태면 가라는 식으로 굴리는 건 이해하나, 솔직히 꿀부서랑 힘든부서는 급여대우 다르게 하지 않으면 특정 부서 편중현상은 해결안될거라 보네요
"
생산/제조,전직원,경기,2018. 05,3.0,"""PCB업계에서 나름 인정받는 회사이고 매출액도 꾸준히 유지됨""","
아침 점심 저녁 모두 회사에서 지원 해줌, 주야 2교대 근무조로 근무함.
","
하지만 복지사항이 거의 전무하다 시피하고 다른 부서는 모르겠으나 내가 일했던 부서는 텃세가 조금 있었음
","
직원들에 대한 복지에 좀 더 신경써주었으면 좋겠음
"
생산/제조,전직원,경기,2018. 05,3.0,"""바쁠때는 바쁘고 한가할때는 한가하지만 돈벌기는 괜찮은 회사""","
꼭 필요할 경우 연차를 편하게 사용할 수 있고 사원들 간의 분위기가 매우 좋았다.
","
바쁠때는 너무 바쁜 나머지 주말이라는게 존재를 하지 않는다는점이 단점이다.
","
바쁠때는 너무 바쁘고 한가할 때는 엄청 한가한게 일을 받을때 잘 분배해서 받았으면 좋을것 같다.
"
생산/제조,전직원,경기,2018. 05,2.0,"""생산직 전형작인 2조2교대 일은 넘쳐남.개인시간부족 로테이션근무라 주말도 출근.""","
회사 과거 컴퓨터회사를 매입한 건물로 노후가 진행된건물이긴 하나 나름 건물은 크고 사원도 많은편. 무선충전 fpcb라 앞으로 수요가 증대될듯.
","
복지가 빈약하다. 밥을 제한배식한다.배고파서 일하기힘듦. 야간 반찬은 더욱 빈약한구성.그외 상여가없고 추가 수당으로 한달 300좀넘게 받아가며 욕심없이 다닐 자신잇다면 입사해도됨
","
직원 복지신경쓰길바라며 아웃소싱으로 뽑을대 부서 어디로갈지 대략 알려주며 뽑길. 멋도 모르고와서 다 퇴사하게됨.
"
생산/제조,전직원,경기,2017. 11,2.0,"""딱 전형적인 2조 2교대 생산직 입니다 하루 12시간 2주 단위로 교대""","
규모가 살짝 큰 정도?사원수가 생각보다 많습니다 딱히 다른 장점은 모르겠습니다
","
항상 잔업 및 특근 개인시간이 너무 나도 없습니다 항상 잔업 특근 최저시급...
","
잔업 및 특근 개인시간이 있고 여유 좀 있었으면 좋겠다
"
생산/제조,전직원,경기,2017. 07,3.0,"""밀리지 않고 월급 받으면서 적당히 다닐만한곳""","
윗사람들 눈치좀 보면서 업무만 조금 맞춰주면 만고땡임 편할 수 있음
","
인사 시스템. 연봉시스템 그런거 없음 그냥 지들맘대로임 일못해서 부서에서 쫒겨나서 다른부서를 가도 때대면 진급시켜줌
","
회장 마인드 부터 팀장들 마인드 까지 미래를 생각하지 못함그저 과거에 영광을 지금도 버리지 못하고 있는데 제일 큰 문제임
"
엔지니어링,현직원,경기,2016. 12,3.0,"""첫직장으로 많은걸 보고 배울수 있고 선임분들의 조언이 피가되고 살이됨""","
회사규모가 큼으로 나름 자부심을 느낄수있는 중견기업 생각에 따라 다르지만 배우기에는 좋은회사
","
자기 자리에서 안정적인걸 추구하며 보수적인 업무태도 책임감 회피
","
최소한의 경영으로 직원을 도구로 이용한다는 느낌을 받음
"
생산/제조,전직원,경기,2016. 09,1.0,"""FPCB시장이 많이 무너진 현상황에서 꿋꿋히 자리를 잡고 버티고 있음.""","
극히 일부를 제외하고는 밑에서 고생하는 직원들은 단합이 잘됨.
","
직원들을 소모품처럼 생각.일이 많을땐 일단 사람 많이 뽑아놓고 일이 없을땐 매년정규직.비정규직 할거 없이 다 퇴사 시켜버림.구시대적인 발상을 하는 윗선들이 굉장히 많음.직원들을 경영진이 믿지를 못함.
","
직원들의 불만이 뭔지 알아보고 복지부분에도 신경을썼으면 좋겠음.
"
생산/제조,전직원,경기,2016. 06,1.0,"""직원을 하나의 소모품처럼 막 굴리는게 없지않아 있음. 처음 입사한 순간부터 맘에 안들면 나가라는 식이 였던.""","
근무 분위기는 전체적으로 괜찮았던 편. 윗 사람 눈치를 보면서 해야 하는 것만 제외하면 사원들 끼리 분위기는 상당히 괜찮았음.
","
공고에는 급여가 큰 금액수로 적혀져 있지만 실제로 그 양을 벌기 위해선 정말 숨만 쉬고 일만해야 벌 수 있는 사실상 실제로 벌 수 없는 금액을 적어놓음. 부서마다 다르겠지만 위험한 일도 꽤나 있는편.
","
직원들에게 복지 관련한 문제를 해결을 해주었으면 좋겠음.
"
생산/제조,전직원,경기,2016. 03,3.0,"""LG의존도가 높은 기업 여타 pcb 기업과 다르지 않은 분위기""","
월급은 제때 잘나옴. 공장 자체는 크고 넓음. LG가 잘나가면 좋음
","
그냥 여타 기업과 차이없음. 급여수준 그저그렇다. 밥이 맛이없다
","
급여 수준 좀 올렸으면...복리후생 없으면 인재들 안옵니다.
"
생산관리/품질관리,전직원,경기,2016. 03,3.0,"""공격적이기보다 수비적인 경영.동종업계 대비 중상위권의 처우""","
어느정도 체계화된 일을 할수있음. 호봉제 연봉으로 직급에 따라 연봉이 거의 동일하여 상대적 박탈감은 거의 없음..공무원 같은 느낌이듬.
","
복지 시설이 빈약함. 일이 없어도 남아있고 출근해야 하는 사태가 발생함장기근속자에 대한 혜택이 거의 없음
","
기존 경력자에 대한 처우 개선이 필요합니다.재입사자 및 경력입사자에 비해서 기존 직원들 처우(진급등)이 상대적으로 박합니다. 같이 커가는 직원들에게 대우가 필요합니다.
"
연구개발,전직원,경기,2016. 02,3.0,"""안 좋은 회사는 아니지만, 계속 다니고 싶은 회사도 아님PCB 업계에서는 어느 정도의 경쟁력이 있다고 판단됨""","
1. S사, L사 납품하는 PCB 1차 협력사2. 통근버스, 기숙사 제공3. 점식, 저녁 제공 (맛은 글쎄요...)
","
1. 자유롭지 못한 연차 2. 자기계발 지원 전무 3. 신입채용이 없음4. 수직적인 커뮤니케이션 5. 타부서간 협조가 원활하지 않음 6. 고객사에 의해 회사가 휘둘리는 경향이 있음7. 주차공간 협소 8.잦은 야근
","
회사의 비전을 함께 공유하고 발전하였으면 함.수평적인 사무실 분위기를 만들어 주었으면 함.복지를 신경써주었으면 좋겠음.
"
생산관리/품질관리,전직원,경기,2016. 02,2.0,"""고용의 불안으로 인한 직원들의 사기저하 와 낮은 복지입니다재입사사원이 너무많아요""","
좋은 사람관계 가족같은 분의기로 인한 단결심 이있습니다퇴직하고도 사람들생각이 많이나네요
","
고용의 불안으로 인한 직원들의 사기저하와 월급직들의 상여 배분 지급
","
고용안정과 최소인원으로도 잘꾸려나갈수잇을거같은데 막뽑고 막최사하는것이아쉽네요
"
생산관리/품질관리,전직원,경기,2016. 01,3.0,"""수습으로 시작해 동기들과 조를 만들어 입사 초기부터 치열한 경쟁을 하게 만드는 회사""","
조금 좁지만 나름 괜찮은 기숙사 시스템과 그에 따른 사내 식당 식사 제공은 좋았음. 철저하게 정해진 시간과 시스템에 따르지 않고 융통성있게 회사를 운영하는 점도 좋았음
","
사원들에게 융통성있게 대해주는 점이 오히려 처음부터 서로에 대한 경쟁을 유도하는 나름의 방법이 되면서 다소 불편하기도 함. 잠자는 기숙사 시설도 조금만 더 넓었으면 좋겠음
","
신입치고는 낮은 연봉은 아니었지만 안산이라는 곳에서의 치열한 경쟁에 비하면 다소 부족한 느낌이었음. 신입에 대한 처우개선과 적응기간이 필요할 듯.
"
생산/제조,전직원,경기,2016. 01,3.0,"""기업 자체 경쟁력은 좋으나.. 기업 안에 특출난 인재가 없음""","
각 부서별 업무대비 인원이 많아서 일을 널널하게 할수있음
","
회사안에 인재가 없음.. 스스로 개선하고자 하는 의지보다는 그냥 위에서 내려오는 지침대로 가길 원함얼마전 경영악화로 부서 하나가 해체됨..
","
업무대비 쓸모없는 무능한 인원이 너무 많습니다..각 부서별 업무에 대해 좀더 파악 하시고 회사의 발전을 위해아래 직원들의 목소리에도 귀 기울이시길 바랍니다..
"
생산/제조,전직원,경기,2015. 10,2.0,"""연성회로기판 제조업체로 매출도 적은편은 아니고 직원수도 많은 편이나경영방법이나 직원복지 차원에선 좀 뒤떨어지는 점이 많음.""","
장점이라면 생산팀직원이나 사무직 직원이나 윗사람 눈치는 좀 보는 편이지만 일이 그렇게 힘든편은 아닌듯 합니다.(부서의 한두명씩은 진짜 바쁨)신입사원의 경우 적정 연차만 지나면 주임-대리-과장까지는 연차별로 진급 가능함.
","
직원들 전체적인 분위기가 윗사람 눈치 보는데 급급해서 업무적인 성과 보다는 팀장눈치를 많이 봄, 그래서 야근을 많이 하는편.생산품질은 좀 떨어져서 불량률이 높다.
","
경영진도 오너 눈치보기가 바쁘고 임원, 팀장도 자기 살기에 바쁜거 같다.기술적인 발전을 이루시길 바란다.
"
생산관리/품질관리,전직원,경기,2015. 09,2.0,"""근무시간이 길고  가족회사로써 개인의 역량을 펼칠수 없음""","
형동생처럼 직장분위기는 나름대로 좋다고 할수 있고  사람들이 대체적으로 착함
","
인사제도 정립필요, 사돈에 팔촌까지 회사에서 일을하고 있음. 직원들이 업무에 대한 전문지식 부족
","
제대로 된 인사제도직원들의 전문성 배양
"
영업/제휴,전직원,경기,2015. 08,2.0,"""얻을게 없는 회사 입니다.일을 하면 할 수록 시간낭비라는 생각을버릴 수가 없습니다.""","
월차는 자유롭게 쓸 수 있음.휴게실이 있긴한데 한여름에는 너무 덥고한겨울에는 입김나옴.
","
비합리적인 구시대적 기업의 전형적인 답습.말로만 들었던 옛날 기업의 모습을 몸소 경험하니당최 추천드릴 수가 없네요.
","
사람을 중요하게 생각해야 하지 않을까 싶습니다.배가 가라앉는데 물 퍼낼 생각은 안하고선원을 버리는건 분명 문제가 있습니다.
"
영업/제휴,전직원,경기,2015. 08,1.0,"""무능력하고 수준낮은 경영진과 그대로 생각없이 따라가야 살아남는 회사. 매우 보수적인 기업문화, 낮은 급여, 무복지, 열악한 근무 환경, 고용불안정성, 불투명한 미래와 비전 등, 기업을 생각할때 단점으로 생각할 수 있는 모든 것에 대한 토탈패키지. 개인에 대한 존중과 갖춰진 시스템, 고학력 또는 영민한 인재 하나 없지만, 그것을 판단하고 평가할 눈이 없다.""","
형 동생으로 호칭을 할 만큼 사내 분위기는 나름 가족적인 면이 있음. 그만큼 같은 팀 안에서의 협업과 협조는 잘되는 편임. 또한 급여는 미루어지지 않고 제 날짜에 입금이 됨.
","
프로페셔널이 부족하고, 왠만하면 고용상태를 유지할 수 있는 안정성이 장점이었으나, 최근 실적부진과 전반적인 업계의 불투명한 미래로 인해, 고용 안정성마저 크게 낮아졌음. 계속해서 대규모의 구조조정을 하고 있으나, 임원진이 아닌 사원 주임 급에서 조정이 이루어지고 있음.   낮은 급여, 수준 낮은 업계와 임직원, 전무한 사내 복지와 발전, 사내 전반에 만연한 편견과 오만, 보수적인 인식, 구시대적 기업 문화, 근시안적인 경영, 종교 또는 성별에 따른 불이익, 권위적이고 유연성 없는 경영진.
","
1. 보여주기식이나 수박 겉 핥기 식이 아닌 진정한 쇄신/혁신 - 책임있는 위치에 있는 사람들이 책임을 지지 않으니, 이미 썩은 물이 더욱 썩어 가고 있음 2. 직원들에게 급여를 주는 것이 아닌 그 급여를 직원들이 벌어오는 것이라는 것을 알고, 직원 위주의 발전과 혁신 3. 수준있는 인재의 등용 4. 사업 정리
"
기타,전직원,경기,2015. 07,2.0,"""가족 패밀리회사로 구성되어 있어, top의 한마디에 최종 결정이 좌우되는 회사""","
동종업계중 업무 강도가 상대적으로 낮다고 생각함실적에 대한 스트레스가 적음
","
성과및 매출액 대비 reward가 전혀 없음. 그냥 월급만 줍니다. 휴가비x 근로자의날x 직원들 부속품으로생각. 돈쓰는것을 제일 싫어함
","
문제점에대해 근본적 해결을 하려면 top의 냉철하고 객관적 판단이 필요합니다. 내부적문제점및 Skill-up과 보상에 대한 시스템에대해 고민해야 성장 할수 있습니다.
"
생산/제조,전직원,2014. 05,,2.0,"""전 생산직 단기로 해서 할 말이 그닥 있지는 않지만, 추천하지는 않습니다.""","
매달 이달의 사원 이라고 포상하며, 사원들에게 문제점 개선 욕구 복돋아줌
","
겨울철에 휴게실이 춥고, 구내식당에도 난방이 되지않아 힘들었습니다. 시설이나 복리후생이 좋지않습니다.
","
시설 개선 부탁드립니다.
"
