주요 업무,자격요건 및 우대사항
1 전문성 상품전략 수립 능력 렌탈가전정수기 비데 청정기 등 상품기획 실무 경험 보유2 리더십 팀장 역할 수행 경험조직관리 신속하고 합리적인 의사결정 능력 조정자로서 협업 능력 상품기획 리더로서의 역할을 수행하면서 관련 부서개발 영업 등와 원활한 협업, 환경가전 렌탈동종 업계  전략기획 직무 경력자직책 경험
 주류 수입사 제조사 관리  영업  다양한 주류 수입사 및 제조사와 거래 관계를 유지하고 신규 거래를 책임집니다 주류 상품 소싱   데일리샷 앱 내에서 판매할 주류 상품을 발굴하여 판매까지의 전 과정을 책임집니다 프로모션 관리  상품 프로모션을 기획하고 진행하는 역할을 합니다 거래액을 올리는 모든 액션  업무 바운더리라는 틀을 두지 않고 팀의 거래액을 올리기 위한 모든 액션에 대해 고민하고 실행합니다, 필수 주류에 대한 지식 필수 주류 관련 업무 경력 4년 이상 필수 데일리샷 서비스에 대한 이해와 관심이 있으신 분 자신만의 커뮤니케이션 스킬 및 역량 데이터 분석 및 데이터를 근거로 하는 의사결정 역량 스타트업에 대한 경험 및 이해도가 높으신 분 능동적이고 도전적인 마인드 주류 산업에 대한 경험과 지식 파트너사와의 신규 네트워크를 구축해 본 경험
 제품 소싱 및 기획 온라인 마케팅 전략 수립 및 운영 트렌드 및 업계 동향 분석 파트너사 매출 및 손익 관리 세일즈 기획 운영 프로모션 기획 매출 지표 관리, MD 파트 경험 1년 이상 디지털 마케팅에 대한 이해도가 높으신 분 온라인 커머스 비즈니스에 대한 이해도가 높으신 분 커뮤니케이션 스킬 보유하신 분 상품과 브랜드에 대한 관심 및 이해도가 높으신 분 성과 지향적이며 추진력 있으신 분 정량적 정성적 분석을 통해 전략적으로 상품 기획 및 판매 기획을 할 수 있는 분 주도적으로 목표를 세워 달성해본 경험이 있으신 분 카페 24 스마트스토어 관리 가능하신 분
다양한 굿즈 제작 프로젝트의 운영을 담당하며 원활한 고객사 소통 및 내부 협업을 통해 프로젝트의 성공적인 수행을 이끌어갑니다 굿즈키트 제안 및 제작 관련 고객사 소통 성사된 프로젝트의 전반적인 매니징 유관부서 협업 프로젝트 파이프라인리드 및 일정 관리 고객 경험 및 내부 프로세스 개선, 동종 업계 혹은 유관 업무MD 운영 등 경력있으신 분 문서 작업 및 다양한 툴의 사용에 익숙하신 분 MS Office  Asana 등 친절하고 유연한 커뮤니케이션 스킬을 가지고 계신 분 고객 니즈를 파악하고 내부 협업을 이끌어내는 데에 적합한 소통 능력을 갖추신 분 업무 분야에 구애받지 않고 다양한 분야를 넘나들며 협업이 가능하신 분 고객사 대상 제안 및 소통 업무 경험이 있으신 분 내부 운영 어드민 툴 및 프로세스 개선 업무 경험이 있으신 분 제품 기획부터 양산 및 판매까지 모든 프로세스를 경험해보신 분 브랜드 굿즈 시장에 대한 이해도와 다양한 공급사제조사 풀을 보유하고 계신 분
제품 기획 제품 소싱 및 외주처 관리 제품 제작 프로세스 매니징 고객사 수발주 관리,긍정적이고 적극적인 사고를 지닌자고객 가치를 우선으로 고려하는 컨설팅 능력 보유자책임감 있는 태도로 끝까지 프로젝트에 임하는 자원활한 커뮤니케이션 및 문제해결 역량을 보유한 자외국어 활용 능력영어일본어중국어MS소프트웨어 활용 우수자운전가능자 및 군필자제품 개발 및 소싱 업무 경력자동종업계 근무 경력자온라인 마케팅  유통 경험 보유자
 MCU 신상품 기획 담당하는 반도체 제품의 응용분야 시장 및 경쟁사 분석 주로 MCU 제품임   ① 시장 분석   ② 구체적인 사업화 전략 구성 Short term Long term   ③ 경쟁자 분석 및 당사 Positioning    ④ 신규 고객 발굴 및 Promotion 담당 제품의 매출실적  채널 분석  고객 Project 진행 촉진 담당 제품의 프로모션 및 관련 material 작성 마케팅 부서 업무 협업 공통전형절차 서류심사1차면접실무진2차면접임원, 경력 3년 이상 학력 학사이상전자전기반도체  관련학과 우대 MCU제품시장에 대한 전반적인 이해 및 관련지식 보유 상품기획마케팅 관련 업무 경험① MCU 회사 경력 외국계② 기술마케팅 경력③ 외국어특히 영어 능력
신규 강사를 섭외하고 새로운 컨텐츠의 워크샵교육 과정이 개발될 수 있도록 지원합니다기존 고객사 수요 데이터를 바탕으로 워크샵교육 개설이 이루어 질 수 있도록 관리합니다더 좋은 수업 품질이 관리될 수 있도록 강사를 지원하고 품질 개선을 위한 실험을 진행합니다강사의 교육상품이 잘 팔릴 수 있도록 강의 포인트 과정을 큐레이팅하고 지원합니다강사와 회사의 계약이 원할히 이뤄질 수 있도록 지원합니다강사 섭외 분야를 확장합니다공예 기업강사 전문가공급자강사제휴사와 수요자기업 단체 커뮤니케이션에 충돌이 없도록 중재하고 조율합니다, Excel PPT 등 기본적인 컴퓨터 활용능력을 갖추신 분 업무에 대한 열정과 몰입력이 뛰어나신 분 새로운 제안 및 아이디어에 두려움이 없으신 분다양한 서비스 상품을 접해보신 분HRD 조직문화 관련 경험이 있으신 분원할한 의사소통이 가능하신 분고객중심적 사고 마인드를 갖추신 분
 담당브랜드  디디에두보 행사별 상품 선정 및 수급 배분주문건 RT처리 및 재고관리 매출분석 및 데이터 관리 및 매장 소통, 대졸 이상 주얼리MD 경력자1년 이상  5년 이하  사원 대리급 동종업계 경력자 주얼리 또는 패션 관련 학과 전공자
 디지털 마케팅 채널 운영 기획 유튜브 인스타그램 페이스북 등 소셜 컨텐츠 기획 디지털 프로모션 및 캠페인 기획 및 운영 소셜 채널 Display 키워드 소셜 채널 프로모션 등 미디어 플랜 및 집행 Analytics tool GA 등 분석 및 리포팅,경력사항 경력8년 이하학력사항 대학교4년졸업직무기술 홍보마케팅 광고홍보 광고홍보대행전시이벤트 국내외 소셜미디어 트랜드 및 인플루언서에 관심이 많은 분 주도적이고 책임감 있는 태도로 업무를 할 수 있는 분 여러 담당자들과 협업 및 커뮤니케이션이 원활한 분외국어 비즈니스영어 및 영어 이메일업무 가능TOEIC 750이상
 디지털 캠페인 및 광고 운영 전반 디지털 마케팅 기획 제안 보고서 작성 등 디지털 컨텐츠 인플루언서 마케팅 기획 운영 등, 디지털 마케팅 매체 트렌드 전반에 걸친 이해도 보유자 활발한 커뮤니케이션 가능자 4년제 대학교 졸업 이상 경력의 경우 유사업계 경력 310년 광고 대행사 경력 우대
1 신규 브랜드 기획 및 제품 개발 작업 건강기능 식품 뷰티 반려동물 소비자 시장 트렌드 조사 및 인사이트 도출 브랜드 컨셉 소비자 니즈 파악 후 제품 컨셉 도출 신규 브랜드 제품 개발을 위한 디자이너와의 소통 신규 브랜드 IMC에 기반한 비주얼 디렉팅2 기존 브랜드 운영신규 제품 기획 및 기존 제품 개선제품 발주 핸들링 및 생산 전반 관리,자신이 기획한 제품에 대한 자부심이 있으신 분책임감 있고 주도적으로 업무를 수행하시는 분협업에 익숙하고 커뮤니케이션에 능숙한 분SNS를 통한 온라인 쇼핑을 많이 하시는 분건강기능식품뷰티프로덕트 개발 업무 전체를 총괄한 경험이 있으신 분
 자사 브랜드 신규 라인업 관련 제품기획코스메틱 분야 B2B  B2C 커뮤니케이션 온라인 채널 관리 데이터 취합 및 리포트 뷰티 코스메틱 커머스 트렌드 및 시장 조사 분석 시즌별 프로모션 기획 및 개선, 적극적이고 주도적인 업무 수행 역량 커뮤니케이션  문제 해결 능력우대사항 참고 화장품 분야 제품기획 유 경험자 적극적이고 주도적인 업무 수행 역량 브랜드 이해 및 전략적인 사고 역량 관련 업무 13년 이내 경험자
 병원 마케팅 총괄 기획 관리 마케팅 전략 수립 및 컨텐츠 기획 전반적인 온라인 오프라인 마케팅  대행사 관리 네트워크 병원 관리 원내 홍보물 기획 홈페이지 관리 이벤트 관리, 학력  초대졸이상 경력  마케팅 기획 총 경력 7년이상   병원 마케팅 경력 3년 이상 필수 포트폴리오 제출 필수 병원 마케팅 기획 경력자 우대 팀장급으로 팀원들 통솔할 능력 및 커뮤니케이션 능력이 좋으신 분 마케팅 전략 컨텐트 기획이 우수한 사람 크레이티브한 사람
 마케팅 전략 수립 및 컨텐츠 기획 전반적인 온라인 오프라인 마케팅대행사 관리 네트워크 병원 지점 관리 원내 홍모물 기획 홈페이지 관리 이벤트 관리, 학력  초대졸이상 경력  마케팅 기획자 3년이상 경력 필수 상품기획  신사업 기획 경력 포트폴리오 제출 필수 마케팅기획 경력자 우대 병원 홍보마케팅에 대한 이해도가 있으신 분 커뮤니케이션 능력이 좋으신 분
결제 솔루션을 개발 및 공급행사 입점 기획 및 시행 업무를 특색있게 기획하여 실행,식지 않는 열정을 가지신 분동종업계 경력자 우대
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 데이터 사이언스  데이터 엔지니어링  데이터 분석 도구 및 프로그래밍 언어 등 데이터 사이언스 전반에 대한 관심 및 트렌드에 능하신 분 신입 혹은 1년 이상의 교육 상품 기획 경력 프로젝트를 주도적으로 기획하고 실행해본 경험 혹은 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는 일에 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기 의견을 논리적으로 이야기하실 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있으신 분 위에 열거한 러닝스푼즈와 사일로팀에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 데이터 분석 프로젝트 경험 SQLD  ADSP  정보처리기사 등 데이터 분석 관련 자격증 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 신입 혹은 1년 이상의 교육 상품 기획 경력 경영 및 경제학이 전공이신 분 금융 시장의 변화를 캐치하실 수 있는 분 주식 채권 펀드 등 투자에 관해 관심이 많은 분 프로젝트를 주도적으로 기획하고 실행해본 경험 or 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는 일에 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기 의견을 논리적으로 이야기하실 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있으신 분 위에 열거한 러닝스푼즈와 사일로팀에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 주식 펀드 등의 금융 투자 경험이 있으신 분 금융부동산 관련 자격증을 소지하고 계신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 신입 혹은 1년 이상의 교육 상품 기획 경력 프로젝트를 주도적으로 기획실행해본 경험 or 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는데 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기의견을 논리적으로 이야기할 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있는 분 위에 열거한 러닝스푼즈와 그로스 사일로에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업에 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 B2B 대상 교육 기획영업운영 경험이 있으신 분 Google Analytics와 같은 애널리틱스 툴을 사용해 수집된 데이터를 분석한 경험이 있으신 분 능동적으로 해결책더 나은방향 제시을 찾는데 익숙하신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
   지속적인 시장 조사와 고객 피드백 유저 리서치를 통해 새로운 기회를 찾아내고 제품에 반영합니다  VESSL AI의 비즈니스 목표와 정렬된 제품 전략을 수립하고 로드맵을 세울 수 있으며 고객에게 가치가 전달되는 과정까지 실행하고 추진합니다  고객사와의 커뮤니케이션을 통해 지속적으로 제품에 대한 요구사항과 피드백을 수집하고 개발과 개선이 필요한 사항을 구체적으로 기획하여 중요도에 따라 수행합니다  개발 디자인 ML 연구자로 구성된 제품 조직과 함께 제품을 개선하는 과정을 이끌어 나갑니다, AI 기술 및 관련 산업 트렌드에 대한 전반적인 이해와 관심이 있으신 분 소프트웨어 분야에서 제품 기획자Product OwnerProduct Manager로 5년 이상의 경험을 가지고 계신 분 소프트웨어 기반 제품 기획에서 출시까지 전체 사이클에 대한 깊은 이해도가 있으신 분 단계별 요구사항과 목표 계획을 수립하고 능동적으로 실행할 수 있으신 분 기술적 배경 지식이 부족한 청중에게도 기술적인 내용을 풀어서 설명하고 소통할 수 있는 커뮤니케이션 스킬을 가지고 계신 분  엔터프라이즈 대상 B2B 소프트웨어 프로젝트 경험  AIML 분야에서의 업무 경험 혹은 높은 이해도     PyTorch TensorRT CUDA VertexAI Sagemaker Kubeflow 등의 키워드에 대한 배경 지식 이해도 혹은 사용 경험     MLOps LLMOps의 구성 요소들과 역할에 대해 설명할 수 있는 이해도  엔지니어링 UXUI 마케팅 PM 등 다양한 직군과 협업하여 제품을 만들어낸 경험
 마케팅 전략 수립 마케팅 기획 마케팅 집행, 성장에 대한 열정이 있으신 분 전략적으로 사고하고 빠르게 실행하실 수 있는 분 주도적으로 마케팅 전략을 수립하고 기획 및 집행을 진행하실 수 있는 분을 모시고 있습니다  스타트업 및 IT 기업 경험이 있으면 좋습니다 관련 영역에서 4년 이상 경력을 보유하신 분은 우대하고 있습니다
 모바일 애플리케이션 서비스 기반 브랜드 마케팅 기획 BX 프로젝트기업 및 제품서비스 등 기획 및 전략 문서 개발 고객시장트렌드 분석 이슈 진단 및 인사이트 도출 등 전반적인 브랜드 아이덴티티 기획 개발 데이터를 기반으로 인사이트를 도출하여 마케팅 캠페인 기획을 하실 수 있는 분, 관련 업무 경력 3년 이상이신 분 기획과 함께 관련 디자인 가능자 제품 개발을 위한 데이터 분석 및 인사이트 도출 고객 커뮤니케이션을 위한 온오프 프로모션 기획 및 운영 경험이 있는 분 타겟의 공감을 이끌어 내는 스토리텔링에 강점이 있으신 분 배려와 협동을 바탕으로 적극적으로 타부서와 협업하실 수 있는 분 포트폴리오 제출 필수 용량 50MB 이하 비즈니스 및 브랜드에 대한 이해가 풍부하며 유연한 소통이 가능한 분 브랜디드 콘텐츠에 대한 이해와 카피라이팅 역량이 우수한 분 미디어와 트렌트에 빠르게 반응하고 관심이 많으신 분
입점 브랜드 영입 활동 진행각 브랜드 월 매출 관리 굿웨어몰 기획전 및 프로모션 진행일주월 판매 분석 및 재고 물동량 관리 입점브랜드입점 브랜드 커뮤니케이션 PD  Partner Development,학력 학사 이상경력 2년4년직위 사원급전반적인 온라인 커머스 MD 직무 이해도가 높은 인원온라인 비즈니스 및 영업 활동에 대한 경험하드웨어 및 소프트웨어 PC사용에 거부감이 없는 인원온라인 쇼핑몰에서 의류 등 구매를 많이 하는 인원OA활용엑셀 우수자엑셀파워포인트워드플랫폼 경력 우대
 마케팅팀 소개  TEXTNET의 목소리를 담당하는 팀으로서 텍스트 데이터를 주제로 시장 트렌드 전사적 이슈 등을 담아 다양한 콘텐츠를 제작하여 외부로 확산시킵니다 자체 채널 관리를 통해 내외부 커뮤니케이션을 강화하고 고객 리드를 발굴해 세일즈 파트로 연계함으로써 매출에 기여합니다 제작한 콘텐츠를 고객에 효과적으로 도달시켜 서비스 인지도를 높이고 인지에서부터 구매까지의 고객 여정을 설계하며 지속 개선합니다 담당하게 될 업무 내용   마케팅 퍼널 기획 및 분석을 포함한 전략 수립과 실행 SADA 캠페인 기획 및 운영  콘텐츠 확산을 위한 검색엔진최적화SEO 리드 발굴을 위한 온오프라인 캠페인 또는 프로모션 기획 및 실행 SNS 채널 관리 및 운영채널별 콘텐츠 최적화 업계 트렌드 및 경쟁사 홍보마케팅 현황 리서치모니터링 유관 부서 커뮤니케이션 및 협업 지원, 마케팅 경력 3년 이상 B2B 마케팅 경험 1년 이상 필수 고객의 소비 여정을 고려한 마케팅 전략 수립 및 실행이 가능하신 분 SADA 등 Paid AD 기획 및 운영 경험이 있으신 분 데이터 기반 인사이트 도출 및 가설실행검증을 통해 성과를 만들어낸 경험이 있으신 분 고객을 설득할 수 있는 매력적인 카피라이팅 역량이 뛰어나신 분 포토샵일러스트망고보드 등 디자인 툴 활용이 가능하신 분 인공지능 or IT 업계 스타트업 마케팅 경험이 있으신 분 업무 효율 증대를 위한 AI Tool or 마케팅 관련 SaaS 활용에 거부감이 없으신 분 GAGTM 활용 가능하신 분 B2B 마케팅 시행에 따른 고객 여정을 분석하고 개선 방안을 도출할 수 있는 분 최신 트렌드에 관심이 많고 새로운 지식이나 기술을 습득하는 과정을 즐기시는 분
공동구매 제안 및 인플루언서 커뮤니케이션공동구매 일정 관리 및 프로세스 최적화SNS 시장트렌드 조사핵심역량성실성 꼼꼼함 계획성,학력  초대졸이상경력 16년공동구매 관련 경력 1년 이상SNS 트렌트를 잘 이해하는 분소통능력이 뛰어나신 분책임감이 강하고 성실하신 분주도적으로 업무를 진행하시는 분
 상품 소싱  개발 상품 일정 관리 프로덕트 Life Cycle 관리 개발 및 운영 프로세스 개선 프로덕트 개발을 위한 Project 관리,이미용기기화장품의 기획개발 업무 경력 코스메틱 이미용기기 런칭 경험 뷰티 트렌드의 이해도가 높으신 분 TF 운영 경험 쇼핑을 좋아하시는 분
 자사 제품 외부 유통 채널 관리상품관리 매출관리 판매분석프로모션 실행 브랜드 팝업 행사등 관리 목표 실적 및 지표 관리, 온라인 및 반려동물 산업에 대한 높은 이해도를 가지신분 숫자에 대한 이해도가 높으신 분 칠전팔기 정신의 영업마인드를 가지신 분 반려동물 용품 트렌드에 민감하신 분 원활한 커뮤니케이션이 가능한 분 문서 작성과 데이터 정리가 어렵지 않으신 분 긍적적이고 도전적이고 성취욕구가 있으신 분 스타트업에 대한 이해도유연한 사고  빠른 실행력
 NPU 및 AI 칩에 대한 경쟁력 있는 마케팅 전략 수립 및 실행 다양한 고객군의 니즈에 맞춘 제품 출시 업무 수행을 위해 영업 및 엔지니어링 팀과 협업 경영진 의사결정을 위한 전략 보고서 작성 및 발표 업무 수행 업계 행사 발표회 및 소셜 미디어에서 Aim Future제품을 홍보,학력  대졸이상경력  반도체칩 또는 IP업체에서 1015년 경력반도체 생태계 기술 동향 및 시장 요구사항에 대한 이해도가 높으신 분독립적인 업무 수행 및 Crossfunctional한 팀들과의 업무 협력이 가능하신 분영어 말하기 쓰기에 모두 능통하신 분
브랜드 운영 및 상품관리 및 광고관리프로모션딜행사이벤트 기획매출 데이터 관리시장조사 및 트렌드 분석 후 기획경쟁사 리서치,연령  무관성별  무관경력  동종업군 1년 이상학력  고등학교 졸업 이상 쇼핑몰 채널 판매 기획 해보신 분온라인 이커머스에 대한 이해도가 높은 분상품 소싱 및 기획에 관심이 많은 분PM으로 직접 운영해본 적 있으신 분브랜드 트렌드 및 시장동향 파악이 빠른 분꼼꼼하고 성실하며 책임감 강한 분
 판매 채널 매출 성장 방안 도출을 위한 매출 구조 및 데이터 분석 매출 확장을 위한 판매 채널 행사 확보 다양한 매체 확장을 위한 신규 유입  판매 채널 발굴 고객 유입과 구매 전환 개선을 위한 썸네일  상세페이지 기획 및 제작, 전공 무관 온 오프라인 홈쇼핑 MD 경험이 있는 분 채널 담당자 등 대내외 이해관계자들과의 원활한 협업이 가능한 커뮤니케이션 스킬을 보유한 분 데이터를 활용한 의사결정 및 의사소통이 가능한 분 신규 채널 발굴 업무를 경험해 본 분 사방넷 카페24를 사용해 본 경험이 있는 분 온라인 오프라인 홈쇼핑 각 채널에 대한 이해도가  높은 분 매트리스침구사무용품 등 소비재 업계 이해도가 높은 분
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 데이터 사이언스  데이터 엔지니어링  데이터 분석 도구 및 프로그래밍 언어 등 데이터 사이언스 전반에 대한 관심 및 트렌드에 능하신 분 신입 혹은 1년 이상의 교육 상품 기획 경력 프로젝트를 주도적으로 기획하고 실행해본 경험 혹은 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는 일에 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기 의견을 논리적으로 이야기하실 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있으신 분 위에 열거한 러닝스푼즈와 사일로팀에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 데이터 분석 프로젝트 경험 SQLD  ADSP  정보처리기사 등 데이터 분석 관련 자격증 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 신입 혹은 1년 이상의 교육 상품 기획 경력 경영 및 경제학이 전공이신 분 금융 시장의 변화를 캐치하실 수 있는 분 주식 채권 펀드 등 투자에 관해 관심이 많은 분 프로젝트를 주도적으로 기획하고 실행해본 경험 or 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는 일에 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기 의견을 논리적으로 이야기하실 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있으신 분 위에 열거한 러닝스푼즈와 사일로팀에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 주식 펀드 등의 금융 투자 경험이 있으신 분 금융부동산 관련 자격증을 소지하고 계신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
 PM과 함께 성장을 원하는 사람들에게 필요한 교육 기획 기획부터 마케팅까지 제품 사이클 주관 트렌드 분석  시장 리서치를 바탕으로 신규 교육 주제 선정 커리큘럼 기획  강사진 섭외 상세페이지  마케팅 크리에이티브 제작 고객 획득과 고객 참여도를 높이기 위한 마케터와 협업 온오프라인 교육 운영  고객 관리 및 니즈 분석, 신입 혹은 1년 이상의 교육 상품 기획 경력 프로젝트를 주도적으로 기획실행해본 경험 or 준하는 경험이 있으신 분 데이터를 이해하고 응용하여 사용자 니즈를 파악하는데 무리가 없으신 분 팀 기반 업무 진행에 익숙하고 자기의견을 논리적으로 이야기할 수 있는 분 기존의 프로세스를 따르는데 익숙하기 보다는 본인만의 프로세스를 구축하며 일하는데 보람을 느끼시는 분 문제해결  목표달성 과정에서 빠르고 과감한 의사결정을 할 수 있는 분 위에 열거한 러닝스푼즈와 그로스 사일로에서 하는 일에 대한 순수한 흥미가 있으신 분 이런 분이면 더 좋아요 우대사항 교육업에 관심이 많고 끊임없는 자기계발에 대한 열정이 있으신 분 창업에 경험이 있거나 자기만의 프로젝트를 성공실패 해본 경험이 있으신 분 B2B 대상 교육 기획영업운영 경험이 있으신 분 Google Analytics와 같은 애널리틱스 툴을 사용해 수집된 데이터를 분석한 경험이 있으신 분 능동적으로 해결책더 나은방향 제시을 찾는데 익숙하신 분 온오프라인 커뮤니티를 직접 기획운영 해보신 분
결제 솔루션을 개발 및 공급행사 입점 기획 및 시행 업무를 특색있게 기획하여 실행,식지 않는 열정을 가지신 분동종업계 경력자 우대
콘텐츠 영상기획 및 제작SA  DA광고 SEO 블로그 SNS 등 채널 운영영상 이미지 아티클 형태의 컨텐츠 기획문서기반의 마케팅 자료제작,콘텐츠 및 SNS 운영 경력 12년기업의 포인트특징 브랜드 상품 등를 글로 표현이 가능하신 분상품 프로모션 서비스 기획에 경험이 있으신 분뉴 미디어 지식과 IT기술에 대한 기본지식을 바탕으로 한    콘텐츠 기획 아이디어를 보유하신 분대졸 이상해외여행에 결격사유가 없는 자기업의 포인트특징 브랜드 상품 등를 글로 표현이 가능하신 분상품 프로모션 서비스 기획에 경험이 있으신 분뉴 미디어 지식과 IT기술에 대한 기본지식을 바탕으로 한    콘텐츠 기획 아이디어를 보유하신 분
 퍼포먼스 마케팅 실행 및 데이터 분석 페이스북 인스타그램 구글 광고로 고객 리드 발굴 광고 전략 수립 및 데이터 기반 마케팅 새로운 퍼포먼스 마케팅 제안 및 운영 구글 페이스북 네이버 광고 Self Serve, 퍼포먼스마케팅 경력 1년 이상 있으신 분 본인의 결과물로 정량적인 성과를 획득한 경험이 있는 분 DB 게더링 DB 마케팅 퍼포먼스 마케팅을 경험한 분 Meta 광고 작업에 능숙하신 분
  그로스마케팅 팀 목표와 전략 수립 및 실행 리드 마케팅 예산의 효율적 배분 팀 리더로서 그로스 마케팅 팀 팀원들의 성과 극대화     팀원은 퍼포먼스 마케터 AE 데이터 애널리스트 등으로 구성 채용 피드백 평가 등 팀 리더 역할조직 특성 상 메디빌더 관계사자회사 소속이 될 수 있습니다, 퍼포먼스 마케팅 경력을 포함하여 최소 경력 3년 이상 보유한 분 경력 연수보다 실제 성과를 중시합니다 팀 리딩 경력 최소 1년 이상 보유한 분 팀의 목표를 설정하고 목표 달성을 위해 팀을 이끄는 분 업무의 우선순위화와 집중하는 능력이 탁월한 분 다양한 업무 관계자와 소통하여 최고의 결과를 도출하는 분 집요한 고객 관점에서 소비 심리를 도출 가능한 분 적극적인 문제해결력을 바탕으로 보다 높은 수준의 결과물을 도출하는 분 유효한 피드백과 의견을 수용하여 더 나은 결과물을 만들어내는 분 미디어커머스 회사 경력을 보유한 분  온라인마케팅 대행사 경력을 보유한 분  병원 마케팅 대행사 경력을 보유한 분
